mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,21st century classical,0.9793333333333330,0.16288333333333300,160297.66666666700,0.07131666666666670,0.60683367,0.3616,-31.514333333333300,0.04056666666666670,75.3365,0.10378333333333300,27.83333333333330,6
1,432hz,0.49478,0.2993333333333330,1048887.333333330,0.4506783333333330,0.4777616666666670,0.131,-16.854,0.07681666666666670,120.28566666666700,0.22175,52.5,5
1,8-bit,0.762,0.7120000000000000,115177.0,0.818,0.8760000000000000,0.126,-9.18,0.047,133.444,0.975,48.0,7
1,[],0.6514170195595450,0.5290925603549330,232880.8902503950,0.4191460727353520,0.2053091895111360,0.21869585415040700,-12.288964675489500,0.10787155868681400,112.8573524318420,0.5136042963588960,20.859882191849100,7
1,a cappella,0.676557304985755,0.5389612464387460,190628.5408867520,0.3164335701566950,0.003003441440420230,0.1722541371082620,-12.479387421652400,0.08285143981481480,112.1103620014250,0.44824865455840500,45.82007122507120,7
1,abstract,0.45921,0.5161666666666670,343196.5,0.4424166666666670,0.8496666666666670,0.1180666666666670,-15.472083333333300,0.046516666666666700,127.88575000000000,0.307325,43.5,1
1,abstract beats,0.3421466666666670,0.623,229936.2,0.5278000000000000,0.3336026120000000,0.09965333333333330,-7.918000000000000,0.11637333333333300,112.4138,0.4935066666666670,58.93333333333330,10
1,abstract hip hop,0.2438540633608820,0.6945709366391180,231849.23415978000,0.6462346418732780,0.0242312629201102,0.1685429201101930,-7.349327823691460,0.21425769972451800,108.24498650137700,0.5713909090909090,39.79070247933880,2
0,accordeon,0.32300000000000000,0.588,164000.0,0.392,0.441,0.0794,-14.899,0.0727,109.131,0.7090000000000000,39.0,2
1,accordion,0.446125,0.6248125,167061.5625,0.3734375,0.19373839375,0.1603,-14.4870625,0.07853750000000000,112.8724375,0.6586875000000000,21.9375,2
0,acid house,0.06795053846153850,0.6774,297188.05384615400,0.7244030769230770,0.3858910307692310,0.2334884615384620,-9.381200000000000,0.05585538461538460,126.49209230769200,0.5676769230769230,46.63846153846150,7
1,acid rock,0.2569145079725170,0.4472389930828900,259203.9143310270,0.5806492948018790,0.15092567737840100,0.2304514628310580,-11.43307330938880,0.06759985278233480,125.65952227133600,0.5344474777454800,32.67595532906290,2
1,acid trance,0.00683,0.6630000000000000,221160.0,0.925,0.703,0.185,-6.775,0.0449,132.687,0.843,62.0,9
1,acousmatic,0.9170191062801930,0.4204582850241550,185040.2595531400,0.2385243417874400,0.6162484134359900,0.2610061823671500,-20.96456474637680,0.08061773913043480,104.07463265700500,0.3244473852657010,9.342524154589370,5
1,acoustic blues,0.761723539455837,0.6069147720232650,204321.25087923200,0.3606592945953500,0.09891813613614230,0.18309821355287100,-12.55490505937250,0.06881536422902230,113.28452122830300,0.633785722320662,23.74606007693050,7
1,acoustic pop,0.4902350260381990,0.5351083171521530,235379.78355519100,0.4764399220103100,0.033338280109024800,0.1577504987283950,-9.297247893173370,0.04177066481431860,117.88741975150800,0.3794153530026810,53.11550474564840,7
1,acoustic punk,0.4049000220385680,0.5391115702479340,192332.11845730000,0.6158241505968780,0.061939951303948600,0.20948062442607900,-8.010774104683200,0.06357052341597800,122.30848852157900,0.7305188246097340,40.37649219467400,9
1,acoustic rock,0.6132007936507940,0.5243968253968250,195036.0,0.4160026455026460,0.32147492174603200,0.14051838624338600,-10.54062037037040,0.03468108465608470,122.6556626984130,0.3802986772486770,51.10978835978840,7
0,action rock,0.229,0.412,198400.0,0.938,0.000259,0.106,-0.253,0.182,97.489,0.32,47.0,4
1,adoracion,0.4328571428571430,0.5047142857142860,302906.0714285710,0.5207500000000000,0.0,0.31598571428571400,-8.010071428571430,0.038203571428571400,130.7106785714290,0.3115714285714290,46.39285714285710,9
1,adult standards,0.6556483763400990,0.4963276348996670,197331.50159436100,0.38205358211294500,0.1181935743093190,0.19677674369326400,-12.221776284594000,0.05315781803767930,113.38117658884300,0.4993761805789760,31.63490210889540,0
1,adventista,0.7841433333333330,0.5315,202876.65,0.3193833333333330,7.45033333333334E-06,0.14129,-9.338766666666670,0.028986666666666700,113.38845,0.5145166666666670,27.266666666666700,6
1,afghan pop,0.4106285714285710,0.6517142857142860,326503.9285714290,0.6515714285714290,0.0009111632142857150,0.0874607142857143,-9.152178571428570,0.0844142857142857,113.59471428571400,0.7841071428571430,39.32142857142860,7
